"Hour","Year","Month","Day","Minute","road_num","road_name","functional_road_class_desc","current_speed","free_flow_speed","speed_diff","current_travel_time","free_flow_travel_time","time_diff","creation_date.x","description","cause_of_incident","from_road","to_road","affected_roads","incident_category_desc","magnitude_of_delay_desc","length_in_meters","delay_in_seconds","incident_date","latitude","longitude","temperature","atmospheric_pressure","humidity","wind_speed","clouds","precipitation","current_luminosity","sunrise","sunset","creation_date.y"
18,2019,12,23,0,1,"Avenida da Liberdade","Local High Importance Road",20,28,8,33,23,10,"2019-12-23 18:06:42.000000","stationary traffic","","Rua de Santa Margarida / Largo da Senhora-a-Branca","Avenida da Liberdade (N101)","","Jam","Major",491,375,"2019-12-23 18:06:40.840000",41.5518031,-8.4171622,13,1026,100,6,90,0,"DARK","2019-12-23 07:57:42.000000","2019-12-23 17:07:27.000000","2019-12-23 18:06:40.000000"
18,2019,12,23,0,2,"Avenida Central","Local High Importance Road",4,12,8,520,173,347,"2019-12-23 18:06:42.000000","stationary traffic","","Avenida Visconde Nespereira","PraÃ§a da RepÃºblica / Avenida Central","N101","Jam","Major",338,211,"2019-12-23 18:06:40.840000",41.552876,-8.4263581,13,1026,100,6,90,0,"DARK","2019-12-23 07:57:42.000000","2019-12-23 17:07:27.000000","2019-12-23 18:06:40.000000"
18,2019,12,23,0,2,"Avenida Central","Local High Importance Road",4,12,8,520,173,347,"2019-12-23 18:06:42.000000","queuing traffic","","Rua Doutor Francisco Duarte (Avenida 31 De Janeiro)","Avenida Central (Avenida 31 De Janeiro)","","Jam","Moderate",467,212,"2019-12-23 18:06:40.840000",41.5478414,-8.4146302,13,1026,100,6,90,0,"DARK","2019-12-23 07:57:42.000000","2019-12-23 17:07:27.000000","2019-12-23 18:06:40.000000"
18,2019,12,23,0,2,"Avenida Central","Local High Importance Road",4,12,8,520,173,347,"2019-12-23 18:06:42.000000","stationary traffic","","Rua De Camoes (Rua De Santa Margarida)","Avenida Central (Rua De Santa Margarida)","","Jam","Major",285,186,"2019-12-23 18:06:40.840000",41.5546369,-8.4170361,13,1026,100,6,90,0,"DARK","2019-12-23 07:57:42.000000","2019-12-23 17:07:27.000000","2019-12-23 18:06:40.000000"
18,2019,12,23,0,2,"Avenida Central","Local High Importance Road",4,12,8,520,173,347,"2019-12-23 18:06:42.000000","queuing traffic","","Avenida Central (N101)","N103 (N101)","N101","Jam","Moderate",835,340,"2019-12-23 18:06:40.840000",41.5517803,-8.4215449,13,1026,100,6,90,0,"DARK","2019-12-23 07:57:42.000000","2019-12-23 17:07:27.000000","2019-12-23 18:06:40.000000"
18,2019,12,23,0,2,"Avenida Central","Local High Importance Road",4,12,8,520,173,347,"2019-12-23 18:06:42.000000","queuing traffic","","Avenida Central (N101)","Avenida General Norton De Matos (N101)","N101","Jam","Moderate",506,318,"2019-12-23 18:06:40.840000",41.5517803,-8.4215449,13,1026,100,6,90,0,"DARK","2019-12-23 07:57:42.000000","2019-12-23 17:07:27.000000","2019-12-23 18:06:40.000000"
18,2019,12,23,0,2,"Avenida Central","Local High Importance Road",4,12,8,520,173,347,"2019-12-23 18:06:42.000000","stationary traffic","","Avenida Central (Rua De Santa Margarida)","Rua De Camoes (Rua De Santa Margarida)","","Jam","Major",284,284,"2019-12-23 18:06:40.840000",41.5520847,-8.4171407,13,1026,100,6,90,0,"DARK","2019-12-23 07:57:42.000000","2019-12-23 17:07:27.000000","2019-12-23 18:06:40.000000"
18,2019,12,23,20,1,"Avenida da Liberdade","Local High Importance Road",15,27,12,44,24,20,"2019-12-23 18:26:42.000000","queuing traffic","","Rua de Santa Margarida / Largo da Senhora-a-Branca","Avenida da Liberdade (N101)","","Jam","Moderate",491,262,"2019-12-23 18:26:40.825000",41.5518031,-8.4171622,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,2019,12,23,20,1,"Avenida da Liberdade","Local High Importance Road",15,27,12,44,24,20,"2019-12-23 18:26:42.000000","stationary traffic","","Rua de Santo AntÃ³nio","Avenida da Liberdade (N101)","","Jam","Major",383,167,"2019-12-23 18:26:40.825000",41.5516167,-8.4268597,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,2019,12,23,20,2,"Avenida Central","Local High Importance Road",4,12,8,520,173,347,"2019-12-23 18:26:42.000000","stationary traffic","","Avenida Visconde Nespereira","PraÃ§a da RepÃºblica / Avenida Central","N101","Jam","Major",338,198,"2019-12-23 18:26:40.825000",41.552876,-8.4263581,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,2019,12,23,20,2,"Avenida Central","Local High Importance Road",4,12,8,520,173,347,"2019-12-23 18:26:42.000000","stationary traffic","","Rua De Camoes (Rua De Santa Margarida)","Avenida Central (Rua De Santa Margarida)","","Jam","Major",285,191,"2019-12-23 18:26:40.825000",41.5546369,-8.4170361,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,2019,12,23,20,2,"Avenida Central","Local High Importance Road",4,12,8,520,173,347,"2019-12-23 18:26:42.000000","queuing traffic","","Avenida Central (N101)","Rua Conselheiro Lobato (N101)","N101","Jam","Moderate",949,358,"2019-12-23 18:26:40.825000",41.5516891,-8.4229035,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,2019,12,23,20,2,"Avenida Central","Local High Importance Road",4,12,8,520,173,347,"2019-12-23 18:26:42.000000","queuing traffic","","Avenida Central (N101)","Avenida General Norton De Matos (N101)","N101","Jam","Moderate",506,307,"2019-12-23 18:26:40.825000",41.5517803,-8.4215449,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,2019,12,23,20,2,"Avenida Central","Local High Importance Road",4,12,8,520,173,347,"2019-12-23 18:26:42.000000","stationary traffic","","Avenida Central (Rua De Santa Margarida)","N101 (Rua De Santa Margarida)","","Jam","Major",609,1286,"2019-12-23 18:26:40.825000",41.5520847,-8.4171407,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,2019,12,23,40,1,"Avenida da Liberdade","Local High Importance Road",15,28,13,44,23,21,"2019-12-23 18:46:42.000000","queuing traffic","","Rua Dom Afonso Henriques / Largo SÃ£o JoÃ£o do Souto","Rua do Raio / Avenida da Liberdade","","Jam","Moderate",251,129,"2019-12-23 18:46:40.832000",41.5497874,-8.4247488,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,2019,12,23,40,2,"Avenida Central","Local High Importance Road",5,14,9,416,148,268,"2019-12-23 18:46:42.000000","queuing traffic","","Avenida Central (N101)","N309 (N101)","N101","Jam","Moderate",1000,301,"2019-12-23 18:46:40.832000",41.5502139,-8.4223952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,2019,12,23,40,2,"Avenida Central","Local High Importance Road",5,14,9,416,148,268,"2019-12-23 18:46:42.000000","queuing traffic","","Avenida Central (N101)","Avenida General Norton De Matos (N101)","N101","Jam","Moderate",506,272,"2019-12-23 18:46:40.832000",41.5517803,-8.4215449,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,2019,12,23,40,2,"Avenida Central","Local High Importance Road",5,14,9,416,148,268,"2019-12-23 18:46:42.000000","stationary traffic","","Avenida Central (Rua De Santa Margarida)","N101 (Rua De Santa Margarida)","","Jam","Major",609,1316,"2019-12-23 18:46:40.832000",41.5520847,-8.4171407,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19,2019,12,23,0,2,"Avenida Central","Local High Importance Road",7,12,5,297,173,124,"2019-12-23 19:06:42.000000","queuing traffic","","Avenida Central (N101)","N309 (N101)","N101","Jam","Moderate",831,290,"2019-12-23 19:06:40.709000",41.5488205,-8.4215798,13,1027,100,5,90,0,"DARK","2019-12-23 07:57:42.000000","2019-12-23 17:07:27.000000","2019-12-23 19:06:40.000000"
19,2019,12,23,0,2,"Avenida Central","Local High Importance Road",7,12,5,297,173,124,"2019-12-23 19:06:42.000000","stationary traffic","","Avenida Central (Rua De Santa Margarida)","N101 (Rua De Santa Margarida)","","Jam","Major",555,831,"2019-12-23 19:06:40.709000",41.5525715,-8.4171354,13,1027,100,5,90,0,"DARK","2019-12-23 07:57:42.000000","2019-12-23 17:07:27.000000","2019-12-23 19:06:40.000000"
19,2019,12,23,20,2,"Avenida Central","Local High Importance Road",6,12,6,346,173,173,"2019-12-23 19:26:42.000000","slow traffic","","Avenida Central (N101)","Avenida General Norton De Matos (N101)","N101","Jam","Minor",274,133,"2019-12-23 19:26:40.868000",41.5523234,-8.4235727,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19,2019,12,23,20,2,"Avenida Central","Local High Importance Road",6,12,6,346,173,173,"2019-12-23 19:26:42.000000","queuing traffic","","Avenida Central (N101)","N309 (N101)","N101","Jam","Moderate",880,394,"2019-12-23 19:26:40.868000",41.5492295,-8.4218172,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19,2019,12,23,40,2,"Avenida Central","Local High Importance Road",7,14,7,297,148,149,"2019-12-23 19:46:42.000000","slow traffic","","Avenida Central (N101)","Avenida General Norton De Matos (N101)","N101","Jam","Minor",327,135,"2019-12-23 19:46:40.759000",41.5518473,-8.4235593,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19,2019,12,23,40,2,"Avenida Central","Local High Importance Road",7,14,7,297,148,149,"2019-12-23 19:46:42.000000","stationary traffic","","Avenida Central (N101)","N309 (N101)","N101","Jam","Major",831,410,"2019-12-23 19:46:40.759000",41.5488205,-8.4215798,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,2019,12,24,0,2,"Avenida Central","Local High Importance Road",7,12,5,297,173,124,"2019-12-24 11:06:43.000000","slow traffic","","Avenida Central (N101)","Avenida General Norton De Matos (N101)","N101","Jam","Minor",410,119,"2019-12-24 11:06:41.635000",41.5517709,-8.4226969,12,1027,100,5,100,0,"LIGHT","2019-12-24 07:58:07.000000","2019-12-24 17:07:59.000000","2019-12-24 11:06:41.000000"
11,2019,12,24,20,2,"Avenida Central","Local High Importance Road",6,12,6,346,173,173,"2019-12-24 11:26:42.000000","slow traffic","","Avenida Central (N101)","Avenida General Norton De Matos (N101)","N101","Jam","Minor",327,115,"2019-12-24 11:26:40.813000",41.5518473,-8.4235593,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,2019,12,24,40,2,"Avenida Central","Local High Importance Road",5,14,9,416,148,268,"2019-12-24 11:46:42.000000","slow traffic","","Avenida Central (N101)","Avenida General Norton De Matos (N101)","N101","Jam","Minor",506,209,"2019-12-24 11:46:40.709000",41.5517803,-8.4215449,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,2019,12,24,0,2,"Avenida Central","Local High Importance Road",7,13,6,297,160,137,"2019-12-24 12:06:42.000000","stationary traffic","","Rua De Camoes (Rua De Santa Margarida)","Avenida Central (Rua De Santa Margarida)","","Jam","Major",192,152,"2019-12-24 12:06:40.642000",41.5535251,-8.4170925,14,1026,87,5,100,0,"LIGHT","2019-12-24 07:58:07.000000","2019-12-24 17:07:59.000000","2019-12-24 12:06:40.000000"
12,2019,12,24,0,2,"Avenida Central","Local High Importance Road",7,13,6,297,160,137,"2019-12-24 12:06:42.000000","slow traffic","","Avenida Central (N101)","Avenida General Norton De Matos (N101)","N101","Jam","Minor",465,151,"2019-12-24 12:06:40.642000",41.5517763,-8.4220385,14,1026,87,5,100,0,"LIGHT","2019-12-24 07:58:07.000000","2019-12-24 17:07:59.000000","2019-12-24 12:06:40.000000"
12,2019,12,24,40,2,"Avenida Central","Local High Importance Road",7,13,6,297,160,137,"2019-12-24 12:46:42.000000","slow traffic","","Avenida Central (N101)","Avenida General Norton De Matos (N101)","N101","Jam","Minor",327,135,"2019-12-24 12:46:40.882000",41.5518473,-8.4235593,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,2019,12,24,40,2,"Avenida Central","Local High Importance Road",7,13,6,297,160,137,"2019-12-24 12:46:42.000000","queuing traffic","","Avenida Central (N101)","N309 (N101)","N101","Jam","Moderate",831,261,"2019-12-24 12:46:40.882000",41.5488205,-8.4215798,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16,2019,12,24,0,2,"Avenida Central","Local High Importance Road",5,12,7,416,173,243,"2019-12-24 16:06:43.000000","queuing traffic","","Rua De Camoes (Rua De Santa Margarida)","Avenida Central (Rua De Santa Margarida)","","Jam","Moderate",315,128,"2019-12-24 16:06:42.360000",41.5546369,-8.4170361,16,1024,68,3,97,0,"LIGHT","2019-12-24 07:58:07.000000","2019-12-24 17:07:59.000000","2019-12-24 16:06:40.000000"
16,2019,12,24,0,2,"Avenida Central","Local High Importance Road",5,12,7,416,173,243,"2019-12-24 16:06:43.000000","slow traffic","","Avenida Central (N101)","Rua Do Conselheiro Bento Miguel (N101)","N101","Jam","Minor",644,236,"2019-12-24 16:06:42.360000",41.5517615,-8.4228793,16,1024,68,3,97,0,"LIGHT","2019-12-24 07:58:07.000000","2019-12-24 17:07:59.000000","2019-12-24 16:06:40.000000"
16,2019,12,24,20,2,"Avenida Central","Local High Importance Road",6,13,7,346,160,186,"2019-12-24 16:26:45.000000","slow traffic","","Avenida Central (N101)","Avenida General Norton De Matos (N101)","N101","Jam","Minor",506,167,"2019-12-24 16:26:43.556000",41.5517803,-8.4215449,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16,2019,12,24,40,2,"Avenida Central","Local High Importance Road",6,13,7,346,160,186,"2019-12-24 16:46:42.000000","slow traffic","","Avenida Central (N101)","Avenida General Norton De Matos (N101)","N101","Jam","Minor",410,181,"2019-12-24 16:46:40.652000",41.5517709,-8.4226969,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17,2019,12,24,0,1,"Avenida da Liberdade","Local High Importance Road",18,27,9,37,24,13,"2019-12-24 17:06:42.000000","queuing traffic","","Rua do Matadouro / Avenida SÃ£o Miguel Carvalheiras","Rua do Raio / Avenida da Liberdade","","Jam","Moderate",548,246,"2019-12-24 17:06:40.857000",41.5487628,-8.4280493,15,1023,72,4,98,0,"LOW_LIGHT","2019-12-24 07:58:07.000000","2019-12-24 17:07:59.000000","2019-12-24 17:06:40.000000"
17,2019,12,24,0,2,"Avenida Central","Local High Importance Road",4,12,8,520,173,347,"2019-12-24 17:06:42.000000","queuing traffic","","Rua De Santa Margarida (Avenida Central)","N101 (Avenida Central)","","Jam","Moderate",350,170,"2019-12-24 17:06:40.857000",41.5517467,-8.4173835,15,1023,72,4,98,0,"LOW_LIGHT","2019-12-24 07:58:07.000000","2019-12-24 17:07:59.000000","2019-12-24 17:06:40.000000"
17,2019,12,24,0,2,"Avenida Central","Local High Importance Road",4,12,8,520,173,347,"2019-12-24 17:06:42.000000","queuing traffic","","Avenida Central (N101)","Avenida General Norton De Matos (N101)","N101","Jam","Moderate",506,305,"2019-12-24 17:06:40.857000",41.5517803,-8.4215449,15,1023,72,4,98,0,"LOW_LIGHT","2019-12-24 07:58:07.000000","2019-12-24 17:07:59.000000","2019-12-24 17:06:40.000000"
17,2019,12,24,20,2,"Avenida Central","Local High Importance Road",3,11,8,693,189,504,"2019-12-24 17:26:42.000000","queuing traffic","","Avenida Central (N101)","Avenida General Norton De Matos (N101)","N101","Jam","Moderate",506,282,"2019-12-24 17:26:40.676000",41.5517803,-8.4215449,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17,2019,12,24,40,2,"Avenida Central","Local High Importance Road",5,12,7,416,173,243,"2019-12-24 17:46:42.000000","stationary traffic","","Rua De Santa Margarida (Avenida Central)","N101 (Avenida Central)","","Jam","Major",302,211,"2019-12-24 17:46:40.804000",41.5516301,-8.417928,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17,2019,12,24,40,2,"Avenida Central","Local High Importance Road",5,12,7,416,173,243,"2019-12-24 17:46:42.000000","slow traffic","","Avenida Central (N101)","Avenida General Norton De Matos (N101)","N101","Jam","Minor",465,216,"2019-12-24 17:46:40.804000",41.5517763,-8.4220385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,2019,12,24,0,2,"Avenida Central","Local High Importance Road",5,12,7,416,173,243,"2019-12-24 18:06:44.000000","slow traffic","","Avenida Central (N101)","Avenida General Norton De Matos (N101)","N101","Jam","Minor",506,231,"2019-12-24 18:06:42.865000",41.5517803,-8.4215449,15,1023,77,4,98,0,"DARK","2019-12-24 07:58:07.000000","2019-12-24 17:07:59.000000","2019-12-24 18:06:40.000000"
18,2019,12,24,20,2,"Avenida Central","Local High Importance Road",7,12,5,297,173,124,"2019-12-24 18:26:42.000000","stationary traffic","","Rua De Santa Margarida (Avenida Central)","N101 (Avenida Central)","","Jam","Major",183,140,"2019-12-24 18:26:40.873000",41.5516636,-8.4177778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,2019,12,24,40,2,"Avenida Central","Local High Importance Road",5,12,7,416,173,243,"2019-12-24 18:46:42.000000","slow traffic","","Avenida Central (N101)","Avenida General Norton De Matos (N101)","N101","Jam","Minor",506,217,"2019-12-24 18:46:40.764000",41.5517803,-8.4215449,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19,2019,12,24,0,2,"Avenida Central","Local High Importance Road",6,12,6,346,173,173,"2019-12-24 19:06:42.000000","slow traffic","","Avenida Central (N101)","Avenida General Norton De Matos (N101)","N101","Jam","Minor",465,123,"2019-12-24 19:06:40.823000",41.5517763,-8.4220385,14,1023,77,5,98,0,"DARK","2019-12-24 07:58:07.000000","2019-12-24 17:07:59.000000","2019-12-24 19:06:40.000000"
18,2019,12,25,40,2,"Avenida Central","Local High Importance Road",6,12,6,346,173,173,"2019-12-25 18:46:43.000000","slow traffic","","Avenida Central (N101)","Avenida General Norton De Matos (N101)","N101","Jam","Minor",394,145,"2019-12-25 18:46:41.175000",41.5517615,-8.4228874,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,2019,12,26,20,1,"Avenida da Liberdade","Local High Importance Road",20,27,7,33,24,9,"2019-12-26 10:26:43.000000","stationary traffic","","N14","Avenida da Liberdade (N101) / N309","","Jam","Major",216,377,"2019-12-26 10:26:41.708000",41.5472473,-8.4179253,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,2019,12,26,20,2,"Avenida Central","Local High Importance Road",6,13,7,346,160,186,"2019-12-26 10:26:43.000000","queuing traffic","","Avenida Central (N101)","Avenida General Norton De Matos (N101)","N101","Jam","Moderate",274,170,"2019-12-26 10:26:41.708000",41.5523234,-8.4235727,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,2019,12,26,40,1,"Avenida da Liberdade","Local High Importance Road",20,27,7,33,24,9,"2019-12-26 10:46:42.000000","queuing traffic","","N14","Avenida da Liberdade (N101) / N309","","Jam","Moderate",216,119,"2019-12-26 10:46:40.864000",41.5472473,-8.4179253,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,2019,12,26,0,2,"Avenida Central","Local High Importance Road",7,13,6,297,160,137,"2019-12-26 11:06:42.000000","slow traffic","","Avenida Central (N101)","Avenida General Norton De Matos (N101)","N101","Jam","Minor",394,139,"2019-12-26 11:06:40.925000",41.5517615,-8.4228874,9,1031,100,2,20,0,"LIGHT","2019-12-26 07:58:52.000000","2019-12-26 17:09:09.000000","2019-12-26 11:06:41.000000"
11,2019,12,26,40,2,"Avenida Central","Local High Importance Road",7,13,6,297,160,137,"2019-12-26 11:46:42.000000","slow traffic","","Avenida Central (N101)","Rua Do Conselheiro Bento Miguel (N101)","N101","Jam","Minor",648,184,"2019-12-26 11:46:40.753000",41.5517642,-8.422831,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14,2019,12,26,40,2,"Avenida Central","Local High Importance Road",6,14,8,346,148,198,"2019-12-26 14:46:42.000000","slow traffic","","Avenida Central (N101)","Avenida General Norton De Matos (N101)","N101","Jam","Minor",410,191,"2019-12-26 14:46:40.784000",41.5517709,-8.4226969,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,2019,12,26,20,2,"Avenida Central","Local High Importance Road",5,13,8,416,160,256,"2019-12-26 15:26:42.000000","stationary traffic","","Rua De Camoes (Rua De Santa Margarida)","Avenida Central (Rua De Santa Margarida)","","Jam","Major",285,172,"2019-12-26 15:26:40.850000",41.5546369,-8.4170361,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,2019,12,26,20,2,"Avenida Central","Local High Importance Road",5,13,8,416,160,256,"2019-12-26 15:26:42.000000","slow traffic","","Avenida Central (N101)","Rua Do Conselheiro Bento Miguel (N101)","N101","Jam","Minor",683,279,"2019-12-26 15:26:40.850000",41.5517803,-8.4215449,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,2019,12,26,40,2,"Avenida Central","Local High Importance Road",6,12,6,346,173,173,"2019-12-26 15:46:42.000000","stationary traffic","","Rua De Camoes (Rua De Santa Margarida)","Avenida Central (Rua De Santa Margarida)","","Jam","Major",285,246,"2019-12-26 15:46:40.819000",41.5546369,-8.4170361,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,2019,12,26,40,2,"Avenida Central","Local High Importance Road",6,12,6,346,173,173,"2019-12-26 15:46:42.000000","slow traffic","","Avenida Central (N101)","Avenida General Norton De Matos (N101)","N101","Jam","Minor",465,177,"2019-12-26 15:46:40.819000",41.5517763,-8.4220385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16,2019,12,26,0,1,"Avenida da Liberdade","Local High Importance Road",19,27,8,35,24,11,"2019-12-26 16:06:42.000000","slow traffic","","Avenida 31 de Janeiro","Avenida da Liberdade (N101)","","Jam","Minor",388,125,"2019-12-26 16:06:40.761000",41.551095,-8.4178569,12,1027,67,3,100,0,"LIGHT","2019-12-26 07:58:52.000000","2019-12-26 17:09:09.000000","2019-12-26 16:06:40.000000"
16,2019,12,26,0,2,"Avenida Central","Local High Importance Road",4,13,9,520,160,360,"2019-12-26 16:06:42.000000","stationary traffic","","Rua De Santa Margarida (Avenida Central)","N101 (Avenida Central)","","Jam","Major",316,249,"2019-12-26 16:06:40.761000",41.5516649,-8.4177697,12,1027,67,3,100,0,"LIGHT","2019-12-26 07:58:52.000000","2019-12-26 17:09:09.000000","2019-12-26 16:06:40.000000"
16,2019,12,26,0,2,"Avenida Central","Local High Importance Road",4,13,9,520,160,360,"2019-12-26 16:06:42.000000","stationary traffic","","N101 (Rua De Santa Margarida)","Avenida Central (Rua De Santa Margarida)","","Jam","Major",494,296,"2019-12-26 16:06:40.761000",41.556505,-8.417299,12,1027,67,3,100,0,"LIGHT","2019-12-26 07:58:52.000000","2019-12-26 17:09:09.000000","2019-12-26 16:06:40.000000"
16,2019,12,26,0,2,"Avenida Central","Local High Importance Road",4,13,9,520,160,360,"2019-12-26 16:06:42.000000","slow traffic","","Rua Doutor Francisco Duarte (Avenida 31 De Janeiro)","Avenida Central (Avenida 31 De Janeiro)","","Jam","Minor",467,125,"2019-12-26 16:06:40.761000",41.5478414,-8.4146302,12,1027,67,3,100,0,"LIGHT","2019-12-26 07:58:52.000000","2019-12-26 17:09:09.000000","2019-12-26 16:06:40.000000"
16,2019,12,26,0,2,"Avenida Central","Local High Importance Road",4,13,9,520,160,360,"2019-12-26 16:06:42.000000","queuing traffic","","Avenida Central (N101)","Avenida General Norton De Matos (N101)","N101","Jam","Moderate",506,378,"2019-12-26 16:06:40.761000",41.5517803,-8.4215449,12,1027,67,3,100,0,"LIGHT","2019-12-26 07:58:52.000000","2019-12-26 17:09:09.000000","2019-12-26 16:06:40.000000"
16,2019,12,26,0,2,"Avenida Central","Local High Importance Road",4,13,9,520,160,360,"2019-12-26 16:06:42.000000","stationary traffic","","Avenida Central (Rua De Santa Margarida)","N101 (Rua De Santa Margarida)","","Jam","Major",555,321,"2019-12-26 16:06:40.761000",41.5525715,-8.4171354,12,1027,67,3,100,0,"LIGHT","2019-12-26 07:58:52.000000","2019-12-26 17:09:09.000000","2019-12-26 16:06:40.000000"
16,2019,12,26,20,1,"Avenida da Liberdade","Local High Importance Road",19,27,8,35,24,11,"2019-12-26 16:26:42.000000","stationary traffic","","Rua Dom Afonso Henriques / Largo SÃ£o JoÃ£o do Souto","Rua do Raio / Avenida da Liberdade","","Jam","Major",171,239,"2019-12-26 16:26:40.747000",41.5495487,-8.4238449,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16,2019,12,26,20,1,"Avenida da Liberdade","Local High Importance Road",19,27,8,35,24,11,"2019-12-26 16:26:42.000000","slow traffic","","Avenida 31 de Janeiro","Avenida da Liberdade (N101)","","Jam","Minor",388,128,"2019-12-26 16:26:40.747000",41.551095,-8.4178569,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16,2019,12,26,20,2,"Avenida Central","Local High Importance Road",3,12,9,693,173,520,"2019-12-26 16:26:42.000000","stationary traffic","","Rua De Santa Margarida (Avenida Central)","N101 (Avenida Central)","","Jam","Major",318,213,"2019-12-26 16:26:40.747000",41.5517467,-8.4173835,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16,2019,12,26,20,2,"Avenida Central","Local High Importance Road",3,12,9,693,173,520,"2019-12-26 16:26:42.000000","stationary traffic","","N101 (Rua De Santa Margarida)","Avenida Central (Rua De Santa Margarida)","","Jam","Major",494,208,"2019-12-26 16:26:40.747000",41.556505,-8.417299,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16,2019,12,26,20,2,"Avenida Central","Local High Importance Road",3,12,9,693,173,520,"2019-12-26 16:26:42.000000","queuing traffic","","Rua Doutor Francisco Duarte (Avenida 31 De Janeiro)","Avenida Central (Avenida 31 De Janeiro)","","Jam","Moderate",491,201,"2019-12-26 16:26:40.747000",41.5478414,-8.4146302,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16,2019,12,26,20,2,"Avenida Central","Local High Importance Road",3,12,9,693,173,520,"2019-12-26 16:26:42.000000","queuing traffic","","Avenida Central (N101)","Rua Do Conselheiro Bento Miguel (N101)","N101","Jam","Moderate",860,522,"2019-12-26 16:26:40.747000",41.5517803,-8.4215449,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16,2019,12,26,20,2,"Avenida Central","Local High Importance Road",3,12,9,693,173,520,"2019-12-26 16:26:42.000000","stationary traffic","","Avenida Central (Rua De Santa Margarida)","N101 (Rua De Santa Margarida)","","Jam","Major",451,281,"2019-12-26 16:26:40.747000",41.5535063,-8.4170938,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16,2019,12,26,40,2,"Avenida Central","Local High Importance Road",4,13,9,520,160,360,"2019-12-26 16:46:42.000000","stationary traffic","","Rua De Santa Margarida (Avenida Central)","N101 (Avenida Central)","","Jam","Major",217,117,"2019-12-26 16:46:40.857000",41.5517467,-8.4173835,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16,2019,12,26,40,2,"Avenida Central","Local High Importance Road",4,13,9,520,160,360,"2019-12-26 16:46:42.000000","stationary traffic","","N101 (Rua De Santa Margarida)","Avenida Central (Rua De Santa Margarida)","","Jam","Major",494,274,"2019-12-26 16:46:40.857000",41.556505,-8.417299,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16,2019,12,26,40,2,"Avenida Central","Local High Importance Road",4,13,9,520,160,360,"2019-12-26 16:46:42.000000","queuing traffic","","Rua Doutor Francisco Duarte (Avenida 31 De Janeiro)","Avenida Central (Avenida 31 De Janeiro)","","Jam","Moderate",467,164,"2019-12-26 16:46:40.857000",41.5478414,-8.4146302,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16,2019,12,26,40,1,"Avenida da Liberdade","Local High Importance Road",15,27,12,44,24,20,"2019-12-26 16:46:42.000000","stationary traffic","","Rua Dom Afonso Henriques / Largo SÃ£o JoÃ£o do Souto","Rua do Raio / Avenida da Liberdade","","Jam","Major",171,183,"2019-12-26 16:46:40.857000",41.5495487,-8.4238449,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
