"road_num","Month","Day","Hour","Minute","weekday","temperature","precipitation","current_luminosity","thunderstorm","magnitude_of_delay_desc","wind_speed","speed_diff"
1,9,15,10,20,7,25,0,2,0,0,3,1
2,9,15,10,20,7,25,0,2,0,0,3,1
3,9,15,10,20,7,25,0,2,0,0,3,0.8
4,9,15,10,20,7,25,0,2,0,0,3,1
1,9,15,10,40,7,25,0,2,0,0,3,1
2,9,15,10,40,7,25,0,2,0,0,3,1
3,9,15,10,40,7,25,0,2,0,0,3,1
4,9,15,10,40,7,25,0,2,0,0,3,1
1,9,15,11,0,7,26,0,2,0,0,2.75,1
2,9,15,11,0,7,26,0,2,0,0,2.75,1
3,9,15,11,0,7,26,0,2,0,0,2.75,1
4,9,15,11,0,7,26,0,2,0,0,2.75,1
1,9,15,11,20,7,26,0,2,0,0,2.5,1
2,9,15,11,20,7,26,0,2,0,0,2.5,1
3,9,15,11,20,7,26,0,2,0,0,2.5,1
4,9,15,11,20,7,26,0,2,0,0,2.5,1
1,9,15,11,40,7,27,0,2,0,0,2,1
2,9,15,11,40,7,27,0,2,0,0,2,1
3,9,15,11,40,7,27,0,2,0,0,2,1
4,9,15,11,40,7,27,0,2,0,0,2,1
1,9,15,12,0,7,27,0,2,0,0,2,1
2,9,15,12,0,7,27,0,2,0,0,2,1
3,9,15,12,0,7,27,0,2,0,0,2,0.794871794871795
4,9,15,12,0,7,27,0,2,0,0,2,1
1,9,15,12,20,7,27,0,2,0,0,2,1
2,9,15,12,20,7,27,0,2,0,0,2,1
3,9,15,12,20,7,27,0,2,0,0,2,1
4,9,15,12,20,7,27,0,2,0,0,2,1
1,9,15,12,40,7,27,0,2,0,0,2,1
2,9,15,12,40,7,27,0,2,0,3,2,1
3,9,15,12,40,7,27,0,2,0,0,2,1
4,9,15,12,40,7,27,0,2,0,0,2,1
1,9,15,13,0,7,27,0,2,0,0,2.25,1
2,9,15,13,0,7,27,0,2,0,3,2.25,1
3,9,15,13,0,7,27,0,2,0,0,2.25,0.625
4,9,15,13,0,7,27,0,2,0,0,2.25,1
1,9,15,13,20,7,27,0,2,0,0,2.5,1
2,9,15,13,20,7,27,0,2,0,3,2.5,1
3,9,15,13,20,7,27,0,2,0,0,2.5,1
4,9,15,13,20,7,27,0,2,0,0,2.5,1
1,9,15,13,40,7,27,0,2,0,0,3,1
2,9,15,13,40,7,27,0,2,0,3,3,1
3,9,15,13,40,7,27,0,2,0,0,3,1
4,9,15,13,40,7,27,0,2,0,0,3,1
1,9,15,14,0,7,27,0,2,0,0,3.25,1
2,9,15,14,0,7,27,0,2,0,3,3.25,1
3,9,15,14,0,7,27,0,2,0,0,3.25,1
4,9,15,14,0,7,27,0,2,0,0,3.25,1
1,9,15,14,20,7,27,0,2,0,0,3.5,1
2,9,15,14,20,7,27,0,2,0,3,3.5,0.833333333333333
3,9,15,14,20,7,27,0,2,0,0,3.5,1
4,9,15,14,20,7,27,0,2,0,0,3.5,1
1,9,15,14,40,7,27,0,2,0,0,4,1
2,9,15,14,40,7,27,0,2,0,0,4,0.846153846153846
3,9,15,14,40,7,27,0,2,0,0,4,1
4,9,15,14,40,7,27,0,2,0,0,4,1
1,9,15,15,0,7,27,0,2,0,0,4.25,1
2,9,15,15,0,7,27,0,2,0,0,4.25,0.75
3,9,15,15,0,7,27,0,2,0,0,4.25,1
4,9,15,15,0,7,27,0,2,0,0,4.25,1
1,9,15,15,20,7,27,0,2,0,0,4.5,1
2,9,15,15,20,7,27,0,2,0,0,4.5,0.666666666666667
3,9,15,15,20,7,27,0,2,0,0,4.5,0.675
4,9,15,15,20,7,27,0,2,0,0,4.5,1
1,9,15,15,40,7,27,0,2,0,0,5,1
2,9,15,15,40,7,27,0,2,0,0,5,1
3,9,15,15,40,7,27,0,2,0,0,5,1
4,9,15,15,40,7,27,0,2,0,0,5,1
1,9,15,16,0,7,27,0,2,0,0,4.75,1
2,9,15,16,0,7,27,0,2,0,0,4.75,0.615384615384615
3,9,15,16,0,7,27,0,2,0,0,4.75,1
4,9,15,16,0,7,27,0,2,0,0,4.75,1
1,9,15,16,20,7,27,0,2,0,0,4.5,1
2,9,15,16,20,7,27,0,2,0,0,4.5,0.769230769230769
3,9,15,16,20,7,27,0,2,0,0,4.5,1
4,9,15,16,20,7,27,0,2,0,0,4.5,1
1,9,15,16,40,7,27,0,2,0,0,4,1
2,9,15,16,40,7,27,0,2,0,0,4,0.692307692307692
3,9,15,16,40,7,27,0,2,0,0,4,1
4,9,15,16,40,7,27,0,2,0,0,4,1
1,9,15,17,0,7,26,0,1,0,0,4,1
2,9,15,17,0,7,26,0,1,0,0,4,0.769230769230769
3,9,15,17,0,7,26,0,1,0,0,4,1
4,9,15,17,0,7,26,0,1,0,0,4,1
1,9,15,17,20,7,26,0,1,0,0,4,1
2,9,15,17,20,7,26,0,1,0,0,4,1
3,9,15,17,20,7,26,0,1,0,0,4,1
4,9,15,17,20,7,26,0,1,0,0,4,1
1,9,15,17,40,7,25,0,1,0,0,4,1
2,9,15,17,40,7,25,0,1,0,0,4,1
3,9,15,17,40,7,25,0,1,0,0,4,0.675
4,9,15,17,40,7,25,0,1,0,0,4,1
1,9,15,18,0,7,25,0,1,0,0,3.5,1
2,9,15,18,0,7,25,0,1,0,0,3.5,1
3,9,15,18,0,7,25,0,1,0,0,3.5,0.794871794871795
4,9,15,18,0,7,25,0,1,0,0,3.5,1
1,9,15,18,20,7,24,0,1,0,0,3,1
2,9,15,18,20,7,24,0,1,0,0,3,1
3,9,15,18,20,7,24,0,1,0,0,3,0.487179487179487
4,9,15,18,20,7,24,0,1,0,0,3,1
1,9,15,18,40,7,24,0,1,0,0,2,1
2,9,15,18,40,7,24,0,1,0,0,2,1
3,9,15,18,40,7,24,0,1,0,0,2,1
4,9,15,18,40,7,24,0,1,0,0,2,1
1,9,15,19,0,7,23,0,0,0,0,1.75,0.583333333333333
2,9,15,19,0,7,23,0,0,0,0,1.75,1
3,9,15,19,0,7,23,0,0,0,0,1.75,0.8
4,9,15,19,0,7,23,0,0,0,0,1.75,1
1,9,15,19,20,7,23,0,0,0,0,1.5,0.583333333333333
2,9,15,19,20,7,23,0,0,0,0,1.5,1
3,9,15,19,20,7,23,0,0,0,0,1.5,0.794871794871795
4,9,15,19,20,7,23,0,0,0,0,1.5,1
1,9,15,19,40,7,22,0,0,0,0,1,1
2,9,15,19,40,7,22,0,0,0,0,1,1
3,9,15,19,40,7,22,0,0,0,0,1,1
4,9,15,19,40,7,22,0,0,0,0,1,1
1,9,15,20,0,7,22,0,0,0,0,1.25,1
2,9,15,20,0,7,22,0,0,0,0,1.25,1
3,9,15,20,0,7,22,0,0,0,0,1.25,1
4,9,15,20,0,7,22,0,0,0,0,1.25,1
1,9,15,20,20,7,21,0,0,0,0,1.5,1
2,9,15,20,20,7,21,0,0,0,0,1.5,1
3,9,15,20,20,7,21,0,0,0,0,1.5,1
4,9,15,20,20,7,21,0,0,0,0,1.5,1
1,9,15,20,40,7,21,0,0,0,0,2,1
2,9,15,20,40,7,21,0,0,0,0,2,1
3,9,15,20,40,7,21,0,0,0,0,2,1
4,9,15,20,40,7,21,0,0,0,0,2,1
1,9,15,21,0,7,21,0,0,0,0,1.5,1
2,9,15,21,0,7,21,0,0,0,0,1.5,1
3,9,15,21,0,7,21,0,0,0,0,1.5,1
4,9,15,21,0,7,21,0,0,0,0,1.5,1
1,9,15,21,20,7,21,0,0,0,0,1,1
2,9,15,21,20,7,21,0,0,0,0,1,1
3,9,15,21,20,7,21,0,0,0,0,1,1
4,9,15,21,20,7,21,0,0,0,0,1,1
1,9,15,21,40,7,21,0,0,0,0,0,1
2,9,15,21,40,7,21,0,0,0,0,0,1
3,9,15,21,40,7,21,0,0,0,0,0,1
4,9,15,21,40,7,21,0,0,0,0,0,1
1,9,15,22,0,7,21,0,0,0,0,0,1
2,9,15,22,0,7,21,0,0,0,0,0,1
3,9,15,22,0,7,21,0,0,0,0,0,1
4,9,15,22,0,7,21,0,0,0,0,0,1
1,9,15,22,20,7,20,0,0,0,0,0,1
2,9,15,22,20,7,20,0,0,0,0,0,1
3,9,15,22,20,7,20,0,0,0,0,0,1
4,9,15,22,20,7,20,0,0,0,0,0,1
1,9,15,22,40,7,20,0,0,0,0,0,1
2,9,15,22,40,7,20,0,0,0,0,0,1
3,9,15,22,40,7,20,0,0,0,0,0,1
4,9,15,22,40,7,20,0,0,0,0,0,1
1,9,15,23,0,7,20,0,0,0,0,0,1
2,9,15,23,0,7,20,0,0,0,0,0,1
3,9,15,23,0,7,20,0,0,0,0,0,1
4,9,15,23,0,7,20,0,0,0,0,0,1
1,9,15,23,20,7,19,0,0,0,0,0,1
2,9,15,23,20,7,19,0,0,0,0,0,1
3,9,15,23,20,7,19,0,0,0,0,0,1
4,9,15,23,20,7,19,0,0,0,0,0,1
1,9,15,23,40,7,19,0,0,0,0,0,1
2,9,15,23,40,7,19,0,0,0,0,0,1
3,9,15,23,40,7,19,0,0,0,0,0,1
4,9,15,23,40,7,19,0,0,0,0,0,1
1,9,16,0,0,1,19,0,0,0,0,0,1
2,9,16,0,0,1,19,0,0,0,0,0,1
3,9,16,0,0,1,19,0,0,0,0,0,1
4,9,16,0,0,1,19,0,0,0,0,0,1
1,9,16,0,20,1,18,0,0,0,0,0,1
2,9,16,0,20,1,18,0,0,0,0,0,1
3,9,16,0,20,1,18,0,0,0,0,0,1
4,9,16,0,20,1,18,0,0,0,0,0,1
1,9,16,0,40,1,18,0,0,0,0,0,1
2,9,16,0,40,1,18,0,0,0,0,0,1
3,9,16,0,40,1,18,0,0,0,0,0,1
4,9,16,0,40,1,18,0,0,0,0,0,1
1,9,16,1,0,1,18,0,0,0,0,0,1
2,9,16,1,0,1,18,0,0,0,0,0,1
3,9,16,1,0,1,18,0,0,0,0,0,1
4,9,16,1,0,1,18,0,0,0,0,0,1
1,9,16,1,20,1,18,0,0,0,0,0,1
2,9,16,1,20,1,18,0,0,0,0,0,1
3,9,16,1,20,1,18,0,0,0,0,0,1
4,9,16,1,20,1,18,0,0,0,0,0,1
1,9,16,1,40,1,18,0,0,0,0,0,1
2,9,16,1,40,1,18,0,0,0,0,0,1
3,9,16,1,40,1,18,0,0,0,0,0,1
4,9,16,1,40,1,18,0,0,0,0,0,1
1,9,16,2,0,1,18,0,0,0,0,0.25,1
2,9,16,2,0,1,18,0,0,0,0,0.25,1
3,9,16,2,0,1,18,0,0,0,0,0.25,1
4,9,16,2,0,1,18,0,0,0,0,0.25,1
1,9,16,2,20,1,17,0,0,0,0,0.5,1
2,9,16,2,20,1,17,0,0,0,0,0.5,1
3,9,16,2,20,1,17,0,0,0,0,0.5,1
4,9,16,2,20,1,17,0,0,0,0,0.5,1
1,9,16,2,40,1,17,0,0,0,0,1,1
2,9,16,2,40,1,17,0,0,0,0,1,1
3,9,16,2,40,1,17,0,0,0,0,1,1
4,9,16,2,40,1,17,0,0,0,0,1,1
1,9,16,3,0,1,17,0,0,0,0,0.75,1
2,9,16,3,0,1,17,0,0,0,0,0.75,1
3,9,16,3,0,1,17,0,0,0,0,0.75,1
4,9,16,3,0,1,17,0,0,0,0,0.75,1
1,9,16,3,20,1,17,0,0,0,0,0.5,1
2,9,16,3,20,1,17,0,0,0,0,0.5,1
3,9,16,3,20,1,17,0,0,0,0,0.5,1
4,9,16,3,20,1,17,0,0,0,0,0.5,1
1,9,16,3,40,1,17,0,0,0,0,0,1
2,9,16,3,40,1,17,0,0,0,0,0,1
3,9,16,3,40,1,17,0,0,0,0,0,1
4,9,16,3,40,1,17,0,0,0,0,0,1
1,9,16,4,0,1,17,0,0,0,0,0.5,1
2,9,16,4,0,1,17,0,0,0,0,0.5,1
3,9,16,4,0,1,17,0,0,0,0,0.5,1
4,9,16,4,0,1,17,0,0,0,0,0.5,1
1,9,16,4,20,1,17,0,0,0,0,1,1
2,9,16,4,20,1,17,0,0,0,0,1,1
3,9,16,4,20,1,17,0,0,0,0,1,1
4,9,16,4,20,1,17,0,0,0,0,1,1
1,9,16,4,40,1,17,0,0,0,0,2,1
2,9,16,4,40,1,17,0,0,0,0,2,1
3,9,16,4,40,1,17,0,0,0,0,2,1
4,9,16,4,40,1,17,0,0,0,0,2,1
1,9,16,5,0,1,17,0,0,0,0,1.75,1
2,9,16,5,0,1,17,0,0,0,0,1.75,1
3,9,16,5,0,1,17,0,0,0,0,1.75,1
4,9,16,5,0,1,17,0,0,0,0,1.75,1
1,9,16,5,20,1,17,0,0,0,0,1.5,1
2,9,16,5,20,1,17,0,0,0,0,1.5,1
3,9,16,5,20,1,17,0,0,0,0,1.5,1
4,9,16,5,20,1,17,0,0,0,0,1.5,1
1,9,16,5,40,1,17,0,0,0,3,1,1
2,9,16,5,40,1,17,0,0,0,2,1,1
3,9,16,5,40,1,17,0,0,0,0,1,1
4,9,16,5,40,1,17,0,0,0,0,1,1
1,9,16,6,0,1,17,0,0,0,0,1.1,-99
2,9,16,6,0,1,17,0,0,0,1,1.2,-99
3,9,16,6,0,1,17,0,1,0,1,1.3,-99
4,9,16,6,0,1,17,0,1,0,2,1.4,-99
1,9,16,6,20,1,17,0,1,0,2,1.5,1
2,9,16,6,20,1,17,0,1,0,2,1.5,1
3,9,16,6,20,1,17,0,1,0,0,1.5,0.575
4,9,16,6,20,1,17,0,1,0,0,1.5,1
1,9,16,6,40,1,17,0,1,0,2,3,1
2,9,16,6,40,1,17,0,1,0,2,3,1
3,9,16,6,40,1,17,0,1,0,0,3,0.4
4,9,16,6,40,1,17,0,1,0,0,3,1
1,9,16,7,0,1,17,0,1,0,2,3,1
2,9,16,7,0,1,17,0,1,0,2,3,1
3,9,16,7,0,1,17,0,1,0,0,3,0.307692307692308
4,9,16,7,0,1,17,0,1,0,0,3,0.760869565217391
1,9,16,7,20,1,18,0,1,0,3,3,0.608695652173913
2,9,16,7,20,1,18,0,1,0,2,3,0.666666666666667
3,9,16,7,20,1,18,0,1,0,0,3,0.315789473684211
4,9,16,7,20,1,18,0,1,0,0,3,0.673913043478261
1,9,16,7,40,1,18,0,1,0,1,3,0.44
2,9,16,7,40,1,18,0,1,0,2,3,0.833333333333333
3,9,16,7,40,1,18,0,1,0,0,3,0.3
4,9,16,7,40,1,18,0,1,0,0,3,0.688888888888889
1,9,16,8,0,1,19,0,2,0,2,2.75,0.458333333333333
2,9,16,8,0,1,19,0,2,0,3,2.75,1
3,9,16,8,0,1,19,0,2,0,0,2.75,0.325
4,9,16,8,0,1,19,0,2,0,0,2.75,0.717391304347826
1,9,16,8,20,1,20,0,2,0,3,2.5,1
2,9,16,8,20,1,20,0,2,0,1,2.5,0.5
3,9,16,8,20,1,20,0,2,0,0,2.5,0.4
4,9,16,8,20,1,20,0,2,0,0,2.5,0.652173913043478
1,9,16,8,40,1,21,0,2,0,3,2,0.75
2,9,16,8,40,1,21,0,2,0,1,2,0.833333333333333
3,9,16,8,40,1,21,0,2,0,0,2,0.692307692307692
4,9,16,8,40,1,21,0,2,0,0,2,0.58695652173913
1,9,16,9,0,1,21,0,2,0,3,2,0.782608695652174
2,9,16,9,0,1,21,0,2,0,2,2,0.75
3,9,16,9,0,1,21,0,2,0,0,2,0.7
4,9,16,9,0,1,21,0,2,0,0,2,0.782608695652174
1,9,16,9,20,1,21,0,2,0,0,2,1
2,9,16,9,20,1,21,0,2,0,2,2,0.615384615384615
3,9,16,9,20,1,21,0,2,0,0,2,0.75
4,9,16,9,20,1,21,0,2,0,0,2,1
1,9,16,9,40,1,21,0,2,0,0,2,1
2,9,16,9,40,1,21,0,2,0,3,2,0.666666666666667
3,9,16,9,40,1,21,0,2,0,0,2,1
4,9,16,9,40,1,21,0,2,0,0,2,0.755555555555556
1,9,16,10,0,1,21,0,2,0,0,2.25,0.782608695652174
2,9,16,10,0,1,21,0,2,0,1,2.25,0.461538461538462
3,9,16,10,0,1,21,0,2,0,0,2.25,1
4,9,16,10,0,1,21,0,2,0,0,2.25,0.666666666666667
1,9,16,10,20,1,21,0,2,0,0,2.5,1
2,9,16,10,20,1,21,0,2,0,1,2.5,0.666666666666667
3,9,16,10,20,1,21,0,2,0,0,2.5,0.775
4,9,16,10,20,1,21,0,2,0,0,2.5,1
1,9,16,10,40,1,21,0,2,0,0,3,0.791666666666667
2,9,16,10,40,1,21,0,2,0,0,3,0.615384615384615
3,9,16,10,40,1,21,0,2,0,0,3,1
4,9,16,10,40,1,21,0,2,0,0,3,0.760869565217391
1,9,16,11,0,1,21,0,2,0,0,3,1
2,9,16,11,0,1,21,0,2,0,0,3,0.666666666666667
3,9,16,11,0,1,21,0,2,0,0,3,0.625
4,9,16,11,0,1,21,0,2,0,0,3,0.717391304347826
1,9,16,11,20,1,22,0,2,0,0,3,0.434782608695652
2,9,16,11,20,1,22,0,2,0,0,3,0.538461538461538
3,9,16,11,20,1,22,0,2,0,0,3,1
4,9,16,11,20,1,22,0,2,0,0,3,0.782608695652174
1,9,16,11,40,1,22,0,2,0,0,3,1
2,9,16,11,40,1,22,0,2,0,3,3,0.769230769230769
3,9,16,11,40,1,22,0,2,0,0,3,1
4,9,16,11,40,1,22,0,2,0,0,3,0.288888888888889
1,9,16,12,0,1,22,0,2,0,0,2.5,1
2,9,16,12,0,1,22,0,2,0,3,2.5,0.75
3,9,16,12,0,1,22,0,2,0,0,2.5,1
4,9,16,12,0,1,22,0,2,0,0,2.5,1
1,9,16,12,20,1,22,0,2,0,3,2,1
2,9,16,12,20,1,22,0,2,0,3,2,0.75
3,9,16,12,20,1,22,0,2,0,0,2,1
4,9,16,12,20,1,22,0,2,0,0,2,0.782608695652174
1,9,16,12,40,1,22,0,2,0,3,1,1
2,9,16,12,40,1,22,0,2,0,3,1,1
3,9,16,12,40,1,22,0,2,0,0,1,1
4,9,16,12,40,1,22,0,2,0,0,1,0.739130434782609
1,9,16,13,0,1,22,0,2,0,2,1.25,0.75
2,9,16,13,0,1,22,0,2,0,3,1.25,0.769230769230769
3,9,16,13,0,1,22,0,2,0,0,1.25,1
4,9,16,13,0,1,22,0,2,0,0,1.25,1
1,9,16,13,20,1,23,0,2,0,1,1.5,0.826086956521739
2,9,16,13,20,1,23,0,2,0,3,1.5,1
3,9,16,13,20,1,23,0,2,0,0,1.5,0.717948717948718
4,9,16,13,20,1,23,0,2,0,0,1.5,0.434782608695652
1,9,16,13,40,1,23,0,2,0,3,2,1
2,9,16,13,40,1,23,0,2,0,3,2,0.769230769230769
3,9,16,13,40,1,23,0,2,0,0,2,0.769230769230769
4,9,16,13,40,1,23,0,2,0,0,2,0.304347826086957
1,9,16,14,0,1,23,0,2,0,1,2,0.739130434782609
2,9,16,14,0,1,23,0,2,0,3,2,0.666666666666667
3,9,16,14,0,1,23,0,2,0,0,2,1
4,9,16,14,0,1,23,0,2,0,0,2,0.622222222222222
1,9,16,14,20,1,23,0,2,0,1,2,1
2,9,16,14,20,1,23,0,2,0,3,2,0.583333333333333
3,9,16,14,20,1,23,0,2,0,0,2,1
4,9,16,14,20,1,23,0,2,0,0,2,0.608695652173913
1,9,16,14,40,1,23,0,2,0,1,2,0.791666666666667
2,9,16,14,40,1,23,0,2,0,3,2,0.75
3,9,16,14,40,1,23,0,2,0,0,2,0.75
4,9,16,14,40,1,23,0,2,0,0,2,0.466666666666667
1,9,16,15,0,1,23,0,2,0,1,1.75,0.782608695652174
2,9,16,15,0,1,23,0,2,0,3,1.75,0.615384615384615
3,9,16,15,0,1,23,0,2,0,0,1.75,0.775
4,9,16,15,0,1,23,0,2,0,0,1.75,0.6
1,9,16,15,20,1,23,0,2,0,1,1.5,0.652173913043478
2,9,16,15,20,1,23,0,2,0,3,1.5,0.692307692307692
3,9,16,15,20,1,23,0,2,0,0,1.5,1
4,9,16,15,20,1,23,0,2,0,0,1.5,0.456521739130435
1,9,16,15,40,1,23,0,2,0,1,1,0.75
2,9,16,15,40,1,23,0,2,0,3,1,0.615384615384615
3,9,16,15,40,1,23,0,2,0,0,1,1
4,9,16,15,40,1,23,0,2,0,0,1,0.340425531914894
1,9,16,16,0,1,23,0,2,0,1,1,0.652173913043478
2,9,16,16,0,1,23,0,2,0,3,1,0.538461538461538
3,9,16,16,0,1,23,0,2,0,0,1,0.625
4,9,16,16,0,1,23,0,2,0,0,1,0.5
1,9,16,16,20,1,22,0,2,0,1,1,0.75
2,9,16,16,20,1,22,0,2,0,3,1,0.416666666666667
3,9,16,16,20,1,22,0,2,0,0,1,0.615384615384615
4,9,16,16,20,1,22,0,2,0,0,1,0.295454545454545
1,9,16,16,40,1,22,0,2,0,2,1,0.666666666666667
2,9,16,16,40,1,22,0,2,0,3,1,0.428571428571429
3,9,16,16,40,1,22,0,2,0,0,1,0.45
4,9,16,16,40,1,22,0,2,0,0,1,0.4
1,9,16,17,0,1,22,0,1,0,2,1.25,1
2,9,16,17,0,1,22,0,1,0,3,1.25,0.357142857142857
3,9,16,17,0,1,22,0,1,0,0,1.25,0.692307692307692
4,9,16,17,0,1,22,0,1,0,0,1.25,0.543478260869565
1,9,16,17,20,1,21,0,1,0,2,1.5,1
2,9,16,17,20,1,21,0,1,0,3,1.5,0.333333333333333
3,9,16,17,20,1,21,0,1,0,0,1.5,0.5
4,9,16,17,20,1,21,0,1,0,0,1.5,0.5
1,9,16,17,40,1,21,0,1,0,2,2,0.608695652173913
2,9,16,17,40,1,21,0,1,0,1,2,0.538461538461538
3,9,16,17,40,1,21,0,1,0,0,2,0.75
4,9,16,17,40,1,21,0,1,0,0,2,0.488888888888889
1,9,16,18,0,1,21,0,1,0,3,2,1
2,9,16,18,0,1,21,0,1,0,2,2,0.333333333333333
3,9,16,18,0,1,21,0,1,0,0,2,0.7
4,9,16,18,0,1,21,0,1,0,0,2,0.630434782608696
1,9,16,18,20,1,20,0,1,0,3,2,1
2,9,16,18,20,1,20,0,1,0,3,2,0.333333333333333
3,9,16,18,20,1,20,0,1,0,0,2,0.625
4,9,16,18,20,1,20,0,1,0,0,2,0.622222222222222
1,9,16,18,40,1,20,0,1,0,0,2,0.782608695652174
2,9,16,18,40,1,20,0,1,0,3,2,0.666666666666667
3,9,16,18,40,1,20,0,1,0,0,2,0.641025641025641
4,9,16,18,40,1,20,0,1,0,0,2,0.755555555555556
1,9,16,19,0,1,20,0,0,0,0,1.5,0.782608695652174
2,9,16,19,0,1,20,0,0,0,0,1.5,0.769230769230769
3,9,16,19,0,1,20,0,0,0,0,1.5,1
4,9,16,19,0,1,20,0,0,0,0,1.5,1
1,9,16,19,20,1,19,0,0,0,0,1,1
2,9,16,19,20,1,19,0,0,0,0,1,0.833333333333333
3,9,16,19,20,1,19,0,0,0,0,1,1
4,9,16,19,20,1,19,0,0,0,0,1,1
1,9,16,19,40,1,19,0,0,0,0,0,1
2,9,16,19,40,1,19,0,0,0,0,0,1
3,9,16,19,40,1,19,0,0,0,0,0,1
4,9,16,19,40,1,19,0,0,0,0,0,1
1,9,16,20,0,1,19,0,0,0,0,0,1
2,9,16,20,0,1,19,0,0,0,0,0,1
3,9,16,20,0,1,19,0,0,0,0,0,1
4,9,16,20,0,1,19,0,0,0,0,0,1
1,9,16,20,20,1,18,0,0,0,0,0,1
2,9,16,20,20,1,18,0,0,0,0,0,1
3,9,16,20,20,1,18,0,0,0,0,0,1
4,9,16,20,20,1,18,0,0,0,0,0,1
1,9,16,20,40,1,18,0,0,0,0,0,1
2,9,16,20,40,1,18,0,0,0,0,0,1
3,9,16,20,40,1,18,0,0,0,0,0,1
4,9,16,20,40,1,18,0,0,0,0,0,1
1,9,16,21,0,1,18,0,0,0,0,0,1
2,9,16,21,0,1,18,0,0,0,0,0,1
3,9,16,21,0,1,18,0,0,0,0,0,1
4,9,16,21,0,1,18,0,0,0,0,0,1
1,9,16,21,20,1,18,0,0,0,0,0,1
2,9,16,21,20,1,18,0,0,0,0,0,1
3,9,16,21,20,1,18,0,0,0,0,0,1
4,9,16,21,20,1,18,0,0,0,0,0,1
1,9,16,21,40,1,18,0,0,0,0,0.2,-99
2,9,16,21,40,1,18,0,0,0,0,0.4,-99
3,9,16,21,40,1,17,0,0,0,0,0.6,-99
4,9,16,21,40,1,17,0,0,0,0,0.8,-99
1,9,16,22,0,1,17,0,0,0,0,1,1
2,9,16,22,0,1,17,0,0,0,0,1,1
3,9,16,22,0,1,17,0,0,0,0,1,1
4,9,16,22,0,1,17,0,0,0,0,1,1
1,9,16,22,20,1,17,0,0,0,0,2,1
2,9,16,22,20,1,17,0,0,0,0,2,1
3,9,16,22,20,1,17,0,0,0,0,2,1
4,9,16,22,20,1,17,0,0,0,0,2,1
1,9,16,22,40,1,17,0,0,0,0,2,1
2,9,16,22,40,1,17,0,0,0,0,2,1
3,9,16,22,40,1,17,0,0,0,0,2,1
4,9,16,22,40,1,17,0,0,0,0,2,1
1,9,16,23,0,1,17,0,0,0,0,2,1
2,9,16,23,0,1,17,0,0,0,0,2,1
3,9,16,23,0,1,17,0,0,0,0,2,1
4,9,16,23,0,1,17,0,0,0,0,2,1
1,9,16,23,20,1,17,0,0,0,0,2,1
2,9,16,23,20,1,17,0,0,0,0,2,1
3,9,16,23,20,1,17,0,0,0,0,2,1
4,9,16,23,20,1,17,0,0,0,0,2,1
1,9,16,23,40,1,17,0,0,0,0,2,1
2,9,16,23,40,1,17,0,0,0,0,2,1
3,9,16,23,40,1,17,0,0,0,0,2,1
4,9,16,23,40,1,17,0,0,0,0,2,1
1,9,17,0,0,2,17,0,0,0,0,1.75,1
2,9,17,0,0,2,17,0,0,0,0,1.75,1
3,9,17,0,0,2,17,0,0,0,0,1.75,1
4,9,17,0,0,2,17,0,0,0,0,1.75,1
1,9,17,0,20,2,16,0,0,0,0,1.5,1
2,9,17,0,20,2,16,0,0,0,0,1.5,1
3,9,17,0,20,2,16,0,0,0,0,1.5,1
4,9,17,0,20,2,16,0,0,0,0,1.5,1
1,9,17,0,40,2,16,0,0,0,0,1,1
2,9,17,0,40,2,16,0,0,0,0,1,1
3,9,17,0,40,2,16,0,0,0,0,1,1
4,9,17,0,40,2,16,0,0,0,0,1,1
1,9,17,1,0,2,16,0,0,0,0,1.25,1
2,9,17,1,0,2,16,0,0,0,0,1.25,1
3,9,17,1,0,2,16,0,0,0,0,1.25,1
4,9,17,1,0,2,16,0,0,0,0,1.25,1
1,9,17,1,20,2,16,0,0,0,0,1.5,1
2,9,17,1,20,2,16,0,0,0,0,1.5,1
3,9,17,1,20,2,16,0,0,0,0,1.5,1
4,9,17,1,20,2,16,0,0,0,0,1.5,1
1,9,17,1,40,2,16,0,0,0,0,2,1
2,9,17,1,40,2,16,0,0,0,0,2,1
3,9,17,1,40,2,16,0,0,0,0,2,1
4,9,17,1,40,2,16,0,0,0,0,2,1
1,9,17,2,0,2,16,0,0,0,0,1.5,1
2,9,17,2,0,2,16,0,0,0,0,1.5,1
3,9,17,2,0,2,16,0,0,0,0,1.5,1
4,9,17,2,0,2,16,0,0,0,0,1.5,1
1,9,17,2,20,2,16,0,0,0,0,1,1
2,9,17,2,20,2,16,0,0,0,0,1,1
3,9,17,2,20,2,16,0,0,0,0,1,1
4,9,17,2,20,2,16,0,0,0,0,1,1
1,9,17,2,40,2,16,0,0,0,0,0,1
2,9,17,2,40,2,16,0,0,0,0,0,1
3,9,17,2,40,2,16,0,0,0,0,0,1
4,9,17,2,40,2,16,0,0,0,0,0,1
1,9,17,3,0,2,16,0,0,0,0,0,1
2,9,17,3,0,2,16,0,0,0,0,0,1
3,9,17,3,0,2,16,0,0,0,0,0,1
4,9,17,3,0,2,16,0,0,0,0,0,1
1,9,17,3,20,2,15,0,0,0,0,0,1
2,9,17,3,20,2,15,0,0,0,0,0,1
3,9,17,3,20,2,15,0,0,0,0,0,1
4,9,17,3,20,2,15,0,0,0,0,0,1
1,9,17,3,40,2,15,0,0,0,0,0,1
