"road_num","Month","Day","Hour","Minute","weekday","temperature","precipitation","current_luminosity","thunderstorm","magnitude_of_delay_desc","wind_speed","speed_diff"
1,2,1,0,0,6,8,0,0,0,0,0,1
2,2,1,0,0,6,8,0,0,0,0,0,1
3,2,1,0,0,6,8,0,0,0,0,0,1
4,2,1,0,0,6,8,0,0,0,0,0,1
1,2,1,0,20,6,8,0,0,0,0,0,1
2,2,1,0,20,6,8,0,0,0,0,0,1
3,2,1,0,20,6,8,0,0,0,0,0,1
4,2,1,0,20,6,8,0,0,0,0,0,1
1,2,1,0,40,6,8,0,0,0,0,0,1
2,2,1,0,40,6,8,0,0,0,0,0,1
3,2,1,0,40,6,8,0,0,0,0,0,1
4,2,1,0,40,6,8,0,0,0,0,0,1
1,2,1,1,0,6,8,0,0,0,0,0,1
2,2,1,1,0,6,8,0,0,0,0,0,1
3,2,1,1,0,6,8,0,0,0,0,0,1
4,2,1,1,0,6,8,0,0,0,0,0,1
1,2,1,1,20,6,8,0,0,0,0,0,1
2,2,1,1,20,6,8,0,0,0,0,0,1
3,2,1,1,20,6,8,0,0,0,0,0,1
4,2,1,1,20,6,8,0,0,0,0,0,1
1,2,1,1,40,6,8,0,0,0,0,0,1
2,2,1,1,40,6,8,0,0,0,0,0,1
3,2,1,1,40,6,8,0,0,0,0,0,1
4,2,1,1,40,6,8,0,0,0,0,0,1
1,2,1,2,0,6,8,0,0,0,0,0,1
2,2,1,2,0,6,8,0,0,0,0,0,1
3,2,1,2,0,6,8,0,0,0,0,0,1
4,2,1,2,0,6,8,0,0,0,0,0,1
1,2,1,2,20,6,8,0,0,0,0,0,1
2,2,1,2,20,6,8,0,0,0,0,0,1
3,2,1,2,20,6,8,0,0,0,0,0,1
4,2,1,2,20,6,8,0,0,0,0,0,1
1,2,1,2,40,6,8,0,0,0,0,0,1
2,2,1,2,40,6,8,0,0,0,0,0,1
3,2,1,2,40,6,8,0,0,0,0,0,1
4,2,1,2,40,6,8,0,0,0,0,0,1
1,2,1,3,0,6,8,0,0,0,0,0,1
2,2,1,3,0,6,8,0,0,0,0,0,1
3,2,1,3,0,6,8,0,0,0,0,0,1
4,2,1,3,0,6,8,0,0,0,0,0,1
1,2,1,3,20,6,8,0,0,0,0,0,1
2,2,1,3,20,6,8,0,0,0,0,0,1
3,2,1,3,20,6,8,0,0,0,0,0,1
4,2,1,3,20,6,8,0,0,0,0,0,0.266666666666667
1,2,1,3,40,6,8,0,0,0,0,0,1
2,2,1,3,40,6,8,0,0,0,0,0,1
3,2,1,3,40,6,8,0,0,0,0,0,1
4,2,1,3,40,6,8,0,0,0,0,0,0.266666666666667
1,2,1,4,0,6,8,0,0,0,0,0,1
2,2,1,4,0,6,8,0,0,0,0,0,1
3,2,1,4,0,6,8,0,0,0,0,0,1
4,2,1,4,0,6,8,0,0,0,0,0,1
1,2,1,4,20,6,8,0,0,0,0,0,1
2,2,1,4,20,6,8,0,0,0,0,0,1
3,2,1,4,20,6,8,0,0,0,0,0,1
4,2,1,4,20,6,8,0,0,0,0,0,1
1,2,1,4,40,6,8,0,0,0,0,0,1
2,2,1,4,40,6,8,0,0,0,0,0,1
3,2,1,4,40,6,8,0,0,0,0,0,1
4,2,1,4,40,6,8,0,0,0,0,0,1
1,2,1,5,0,6,8,0,0,0,0,0,1
2,2,1,5,0,6,8,0,0,0,0,0,1
3,2,1,5,0,6,8,0,0,0,0,0,1
4,2,1,5,0,6,8,0,0,0,0,0,1
1,2,1,5,20,6,8,0,0,0,0,0,1
2,2,1,5,20,6,8,0,0,0,0,0,1
3,2,1,5,20,6,8,0,0,0,0,0,1
4,2,1,5,20,6,8,0,0,0,0,0,1
1,2,1,5,40,6,8,0,0,0,0,0,1
2,2,1,5,40,6,8,0,0,0,0,0,1
3,2,1,5,40,6,8,0,0,0,0,0,1
4,2,1,5,40,6,8,0,0,0,0,0,1
1,2,1,6,0,6,8,0,0,0,0,0,1
2,2,1,6,0,6,8,0,0,0,0,0,1
3,2,1,6,0,6,8,0,0,0,0,0,1
4,2,1,6,0,6,8,0,0,0,0,0,1
1,2,1,6,20,6,8,0,0,0,0,0,1
2,2,1,6,20,6,8,0,0,0,0,0,1
3,2,1,6,20,6,8,0,0,0,0,0,1
4,2,1,6,20,6,8,0,0,0,0,0,1
1,2,1,6,40,6,8,0,0,0,0,0,1
2,2,1,6,40,6,8,0,0,0,0,0,1
3,2,1,6,40,6,8,0,0,0,0,0,1
4,2,1,6,40,6,8,0,0,0,0,0,1
1,2,1,7,0,6,8,0,0,0,0,0,1
2,2,1,7,0,6,8,0,0,0,0,0,1
3,2,1,7,0,6,8,0,0,0,0,0,1
4,2,1,7,0,6,8,0,0,0,0,0,1
1,2,1,7,20,6,8,0,0,0,0,0,1
2,2,1,7,20,6,8,0,0,0,0,0,1
3,2,1,7,20,6,8,0,0,0,0,0,1
4,2,1,7,20,6,8,0,0,0,0,0,1
1,2,1,7,40,6,8,0,0,0,0,0,1
2,2,1,7,40,6,8,0,0,0,0,0,1
3,2,1,7,40,6,8,0,0,0,0,0,1
4,2,1,7,40,6,8,0,0,0,0,0,0.782608695652174
1,2,1,8,0,6,8,0,0,0,0,0,1
2,2,1,8,0,6,8,0,0,0,0,0,1
3,2,1,8,0,6,8,0,0,0,0,0,0.742857142857143
4,2,1,8,0,6,8,0,0,0,0,0,0.733333333333333
1,2,1,8,20,6,8,0,0,0,0,0,1
2,2,1,8,20,6,8,0,0,0,0,0,0.666666666666667
3,2,1,8,20,6,8,0,0,0,0,0,0.657142857142857
4,2,1,8,20,6,8,0,0,0,0,0,0.511111111111111
1,2,1,8,40,6,8,0,0,0,0,0,1
2,2,1,8,40,6,8,0,0,0,0,0,0.588235294117647
3,2,1,8,40,6,8,0,0,0,0,0,0.676470588235294
4,2,1,8,40,6,8,0,0,0,0,0,0.577777777777778
1,2,1,9,0,6,8,0,0,0,0,0,1
2,2,1,9,0,6,8,0,0,0,0,0,0.777777777777778
3,2,1,9,0,6,8,0,0,0,0,0,0.735294117647059
4,2,1,9,0,6,8,0,0,0,0,0,0.565217391304348
1,2,1,9,20,6,8,0,0,0,0,0,1
2,2,1,9,20,6,8,0,0,0,0,0,0.777777777777778
3,2,1,9,20,6,8,0,0,0,0,0,0.676470588235294
4,2,1,9,20,6,8,0,0,0,0,0,0.688888888888889
1,2,1,9,40,6,8,0,0,0,0,0,1
2,2,1,9,40,6,8,0,0,0,0,0,0.705882352941177
3,2,1,9,40,6,8,0,0,0,0,0,0.714285714285714
4,2,1,9,40,6,8,0,0,0,0,0,0.644444444444444
1,2,1,10,0,6,8,0,0,0,0,0,0.80952380952381
2,2,1,10,0,6,8,0,0,0,0,0,0.777777777777778
3,2,1,10,0,6,8,0,0,0,0,0,0.685714285714286
4,2,1,10,0,6,8,0,0,0,0,0,0.6
1,2,1,10,20,6,8,0,0,0,0,0,0.80952380952381
2,2,1,10,20,6,8,0,0,0,0,0,0.705882352941177
3,2,1,10,20,6,8,0,0,0,0,0,0.705882352941177
4,2,1,10,20,6,8,0,0,0,0,0,0.652173913043478
1,2,1,10,40,6,8,0,0,0,0,0,0.80952380952381
2,2,1,10,40,6,8,0,0,0,0,0,0.722222222222222
3,2,1,10,40,6,8,0,0,0,0,0,0.705882352941177
4,2,1,10,40,6,8,0,0,0,0,0,0.666666666666667
1,2,1,11,0,6,8,0,0,0,0,0,0.80952380952381
2,2,1,11,0,6,8,0,0,0,0,0,0.777777777777778
3,2,1,11,0,6,8,0,0,0,0,0,0.676470588235294
4,2,1,11,0,6,8,0,0,0,0,0,0.521739130434783
1,2,1,11,20,6,8,0,0,0,0,0,0.80952380952381
2,2,1,11,20,6,8,0,0,0,0,0,1
3,2,1,11,20,6,8,0,0,0,0,0,0.705882352941177
4,2,1,11,20,6,8,0,0,0,0,0,0.511111111111111
1,2,1,11,40,6,8,0,0,0,0,0,0.772727272727273
2,2,1,11,40,6,8,0,0,0,0,0,0.588235294117647
3,2,1,11,40,6,8,0,0,0,0,0,0.676470588235294
4,2,1,11,40,6,8,0,0,0,0,0,0.644444444444444
1,2,1,12,0,6,8,0,0,0,0,0,1
2,2,1,12,0,6,8,0,0,0,0,0,0.666666666666667
3,2,1,12,0,6,8,0,0,0,0,0,0.685714285714286
4,2,1,12,0,6,8,0,0,0,0,0,0.652173913043478
1,2,1,12,20,6,8,0,0,0,0,0,1
2,2,1,12,20,6,8,0,0,0,0,0,0.588235294117647
3,2,1,12,20,6,8,0,0,0,0,0,0.735294117647059
4,2,1,12,20,6,8,0,0,0,0,0,0.5
1,2,1,12,40,6,8,0,0,0,0,0,1
2,2,1,12,40,6,8,0,0,0,0,0,0.666666666666667
3,2,1,12,40,6,8,0,0,0,0,0,0.771428571428571
4,2,1,12,40,6,8,0,0,0,0,0,0.333333333333333
1,2,1,13,0,6,8,0,0,0,0,0,1
2,2,1,13,0,6,8,0,0,0,0,0,0.705882352941177
3,2,1,13,0,6,8,0,0,0,0,0,0.588235294117647
4,2,1,13,0,6,8,0,0,0,0,0,0.533333333333333
1,2,1,13,20,6,8,0,0,0,0,0,1
2,2,1,13,20,6,8,0,0,0,0,0,0.722222222222222
3,2,1,13,20,6,8,0,0,0,0,0,0.742857142857143
4,2,1,13,20,6,8,0,0,0,0,0,0.711111111111111
1,2,1,13,40,6,8,0,0,0,0,0,0.80952380952381
2,2,1,13,40,6,8,0,0,0,0,0,0.647058823529412
3,2,1,13,40,6,8,0,0,0,0,0,0.8
4,2,1,13,40,6,8,0,0,0,0,0,0.478260869565217
1,2,1,14,0,6,8,0,0,0,0,0,1
2,2,1,14,0,6,8,0,0,0,3,0,0.588235294117647
3,2,1,14,0,6,8,0,0,0,0,0,0.8
4,2,1,14,0,6,8,0,0,0,0,0,0.608695652173913
1,2,1,14,20,6,8,0,0,0,0,0,0.772727272727273
2,2,1,14,20,6,8,0,0,0,3,0,0.611111111111111
3,2,1,14,20,6,8,0,0,0,0,0,0.441176470588235
4,2,1,14,20,6,8,0,0,0,0,0,0.478260869565217
1,2,1,14,40,6,8,0,0,0,0,0,1
2,2,1,14,40,6,8,0,0,0,3,0,0.529411764705882
3,2,1,14,40,6,8,0,0,0,0,0,0.714285714285714
4,2,1,14,40,6,8,0,0,0,0,0,0.391304347826087
1,2,1,15,0,6,8,0,0,0,0,0,1
2,2,1,15,0,6,8,0,0,0,3,0,0.470588235294118
3,2,1,15,0,6,8,0,0,0,0,0,1
4,2,1,15,0,6,8,0,0,0,0,0,0.478260869565217
1,2,1,15,20,6,8,0,0,0,0,0,1
2,2,1,15,20,6,8,0,0,0,3,0,0.647058823529412
3,2,1,15,20,6,8,0,0,0,0,0,0.685714285714286
4,2,1,15,20,6,8,0,0,0,0,0,0.543478260869565
1,2,1,15,40,6,8,0,0,0,0,0,1
2,2,1,15,40,6,8,0,0,0,3,0,0.666666666666667
3,2,1,15,40,6,8,0,0,0,0,0,0.714285714285714
4,2,1,15,40,6,8,0,0,0,0,0,0.543478260869565
1,2,1,16,0,6,8,0,0,0,0,0,0.772727272727273
2,2,1,16,0,6,8,0,0,0,0,0,0.666666666666667
3,2,1,16,0,6,8,0,0,0,0,0,0.647058823529412
4,2,1,16,0,6,8,0,0,0,0,0,0.6
1,2,1,16,20,6,8,0,0,0,0,0,1
2,2,1,16,20,6,8,0,0,0,0,0,0.5
3,2,1,16,20,6,8,0,0,0,0,0,0.705882352941177
4,2,1,16,20,6,8,0,0,0,0,0,0.543478260869565
1,2,1,16,40,6,8,0,0,0,0,0,0.761904761904762
2,2,1,16,40,6,8,0,0,0,0,0,0.470588235294118
3,2,1,16,40,6,8,0,0,0,0,0,0.685714285714286
4,2,1,16,40,6,8,0,0,0,0,0,0.608695652173913
1,2,1,17,0,6,8,0,0,0,0,0,0.80952380952381
2,2,1,17,0,6,8,0,0,0,0,0,0.5
3,2,1,17,0,6,8,0,0,0,0,0,0.685714285714286
4,2,1,17,0,6,8,0,0,0,0,0,0.456521739130435
1,2,1,17,20,6,8,0,0,0,0,0,0.772727272727273
2,2,1,17,20,6,8,0,0,0,0,0,0.666666666666667
3,2,1,17,20,6,8,0,0,0,0,0,0.617647058823529
4,2,1,17,20,6,8,0,0,0,0,0,0.565217391304348
1,2,1,17,40,6,8,0,0,0,0,0,0.727272727272727
2,2,1,17,40,6,8,0,0,0,0,0,0.411764705882353
3,2,1,17,40,6,8,0,0,0,0,0,0.657142857142857
4,2,1,17,40,6,8,0,0,0,0,0,0.234042553191489
1,2,1,18,0,6,8,0,0,0,0,0,0.727272727272727
2,2,1,18,0,6,8,0,0,0,0,0,0.555555555555556
3,2,1,18,0,6,8,0,0,0,0,0,0.542857142857143
4,2,1,18,0,6,8,0,0,0,0,0,0.25531914893617
1,2,1,18,20,6,8,0,0,0,0,0,0.727272727272727
2,2,1,18,20,6,8,0,0,0,0,0,0.555555555555556
3,2,1,18,20,6,8,0,0,0,0,0,0.558823529411765
4,2,1,18,20,6,8,0,0,0,0,0,0.304347826086957
1,2,1,18,40,6,8,0,0,0,0,0,1
2,2,1,18,40,6,8,0,0,0,0,0,0.611111111111111
3,2,1,18,40,6,8,0,0,0,0,0,0.542857142857143
4,2,1,18,40,6,8,0,0,0,0,0,0.711111111111111
1,2,1,19,0,6,8,0,0,0,0,0,1
2,2,1,19,0,6,8,0,0,0,0,0,0.647058823529412
3,2,1,19,0,6,8,0,0,0,0,0,0.657142857142857
4,2,1,19,0,6,8,0,0,0,0,0,0.5
1,2,1,19,20,6,8,0,0,0,0,0,0.772727272727273
2,2,1,19,20,6,8,0,0,0,0,0,0.555555555555556
3,2,1,19,20,6,8,0,0,0,0,0,0.428571428571429
4,2,1,19,20,6,8,0,0,0,0,0,0.533333333333333
1,2,1,19,40,6,8,0,0,0,0,0,1
2,2,1,19,40,6,8,0,0,0,0,0,0.611111111111111
3,2,1,19,40,6,8,0,0,0,0,0,0.735294117647059
4,2,1,19,40,6,8,0,0,0,0,0,0.5
1,2,1,20,0,6,8,0,0,0,0,0,1
2,2,1,20,0,6,8,0,0,0,0,0,0.764705882352941
3,2,1,20,0,6,8,0,0,0,0,0,1
4,2,1,20,0,6,8,0,0,0,0,0,0.622222222222222
1,2,1,20,20,6,8,0,0,0,0,0,1
2,2,1,20,20,6,8,0,0,0,0,0,0.764705882352941
3,2,1,20,20,6,8,0,0,0,0,0,1
4,2,1,20,20,6,8,0,0,0,0,0,0.652173913043478
1,2,1,20,40,6,8,0,0,0,0,0,1
2,2,1,20,40,6,8,0,0,0,0,0,1
3,2,1,20,40,6,8,0,0,0,0,0,1
4,2,1,20,40,6,8,0,0,0,0,0,0.782608695652174
1,2,1,21,0,6,8,0,0,0,0,0,1
2,2,1,21,0,6,8,0,0,0,0,0,1
3,2,1,21,0,6,8,0,0,0,0,0,1
4,2,1,21,0,6,8,0,0,0,0,0,1
1,2,1,21,20,6,8,0,0,0,0,0,1
2,2,1,21,20,6,8,0,0,0,0,0,1
3,2,1,21,20,6,8,0,0,0,0,0,1
4,2,1,21,20,6,8,0,0,0,0,0,1
1,2,1,21,40,6,8,0,0,0,0,0,1
2,2,1,21,40,6,8,0,0,0,0,0,1
3,2,1,21,40,6,8,0,0,0,0,0,1
4,2,1,21,40,6,8,0,0,0,0,0,1
1,2,1,22,0,6,9,0,0,0,0,0,1
2,2,1,22,0,6,9,0,0,0,0,0,1
3,2,1,22,0,6,9,0,0,0,0,0,1
4,2,1,22,0,6,9,0,0,0,0,0,1
1,2,1,22,20,6,9,0,0,0,0,0,1
2,2,1,22,20,6,9,0,0,0,0,0,1
3,2,1,22,20,6,9,0,0,0,0,0,1
4,2,1,22,20,6,9,0,0,0,0,0,1
1,2,1,22,40,6,9,0,0,0,0,0,1
2,2,1,22,40,6,9,0,0,0,0,0,1
3,2,1,22,40,6,9,0,0,0,0,0,1
4,2,1,22,40,6,9,0,0,0,0,0,1
1,2,1,23,0,6,9,0,0,0,0,0,1
2,2,1,23,0,6,9,0,0,0,0,0,1
3,2,1,23,0,6,9,0,0,0,0,0,1
4,2,1,23,0,6,9,0,0,0,0,0,1
1,2,1,23,20,6,9,0,0,0,0,0,0.666666666666667
2,2,1,23,20,6,9,0,0,0,0,0,1
3,2,1,23,20,6,9,0,0,0,0,0,1
4,2,1,23,20,6,9,0,0,0,0,0,1
1,2,1,23,40,6,9,0,0,0,0,0,1
2,2,1,23,40,6,9,0,0,0,0,0,1
3,2,1,23,40,6,9,0,0,0,0,0,1
4,2,1,23,40,6,9,0,0,0,0,0,1
1,2,2,0,0,7,9,0,0,0,0,0,1
2,2,2,0,0,7,9,0,0,0,0,0,1
3,2,2,0,0,7,9,0,0,0,0,0,1
4,2,2,0,0,7,9,0,0,0,0,0,1
1,2,2,0,20,7,9,0,0,0,0,0,1
2,2,2,0,20,7,9,0,0,0,0,0,1
3,2,2,0,20,7,9,0,0,0,0,0,1
4,2,2,0,20,7,9,0,0,0,0,0,1
1,2,2,0,40,7,9,0,0,0,0,0,1
2,2,2,0,40,7,9,0,0,0,0,0,1
3,2,2,0,40,7,9,0,0,0,0,0,1
4,2,2,0,40,7,9,0,0,0,0,0,1
1,2,2,1,0,7,9,0,0,0,0,0,1
2,2,2,1,0,7,9,0,0,0,0,0,1
3,2,2,1,0,7,9,0,0,0,0,0,1
4,2,2,1,0,7,9,0,0,0,0,0,1
1,2,2,1,20,7,9,0,0,0,0,0,1
2,2,2,1,20,7,9,0,0,0,0,0,1
3,2,2,1,20,7,9,0,0,0,0,0,1
4,2,2,1,20,7,9,0,0,0,0,0,1
1,2,2,1,40,7,9,0,0,0,0,0,1
2,2,2,1,40,7,9,0,0,0,0,0,1
3,2,2,1,40,7,9,0,0,0,0,0,1
4,2,2,1,40,7,9,0,0,0,0,0,1
1,2,2,2,0,7,9,0,0,0,0,0,1
2,2,2,2,0,7,9,0,0,0,0,0,1
3,2,2,2,0,7,9,0,0,0,0,0,1
4,2,2,2,0,7,9,0,0,0,0,0,1
1,2,2,2,20,7,9,0,0,0,0,0,1
2,2,2,2,20,7,9,0,0,0,0,0,1
3,2,2,2,20,7,9,0,0,0,0,0,1
4,2,2,2,20,7,9,0,0,0,0,0,1
1,2,2,2,40,7,9,0,0,0,0,0,1
2,2,2,2,40,7,9,0,0,0,0,0,1
3,2,2,2,40,7,9,0,0,0,0,0,1
4,2,2,2,40,7,9,0,0,0,0,0,1
1,2,2,3,0,7,9,0,0,0,0,0,1
2,2,2,3,0,7,9,0,0,0,0,0,1
3,2,2,3,0,7,9,0,0,0,0,0,1
4,2,2,3,0,7,9,0,0,0,0,0,1
1,2,2,3,20,7,9,0,0,0,0,0,1
2,2,2,3,20,7,9,0,0,0,0,0,1
3,2,2,3,20,7,9,0,0,0,0,0,1
4,2,2,3,20,7,9,0,0,0,0,0,1
1,2,2,3,40,7,9,0,0,0,0,0,1
2,2,2,3,40,7,9,0,0,0,0,0,1
3,2,2,3,40,7,9,0,0,0,0,0,1
4,2,2,3,40,7,9,0,0,0,0,0,1
1,2,2,4,0,7,9,0,0,0,0,0,1
2,2,2,4,0,7,9,0,0,0,0,0,1
3,2,2,4,0,7,9,0,0,0,0,0,1
4,2,2,4,0,7,9,0,0,0,0,0,1
1,2,2,4,20,7,9,0,0,0,0,0,1
2,2,2,4,20,7,9,0,0,0,0,0,1
3,2,2,4,20,7,9,0,0,0,0,0,1
4,2,2,4,20,7,9,0,0,0,0,0,1
1,2,2,4,40,7,9,0,0,0,0,0,1
2,2,2,4,40,7,9,0,0,0,0,0,1
3,2,2,4,40,7,9,0,0,0,0,0,1
4,2,2,4,40,7,9,0,0,0,0,0,1
1,2,2,5,0,7,9,0,0,0,0,0,1
2,2,2,5,0,7,9,0,0,0,0,0,1
3,2,2,5,0,7,9,0,0,0,0,0,1
4,2,2,5,0,7,9,0,0,0,0,0,1
1,2,2,5,20,7,9,0,0,0,0,0,1
2,2,2,5,20,7,9,0,0,0,0,0,1
3,2,2,5,20,7,9,0,0,0,0,0,1
4,2,2,5,20,7,9,0,0,0,0,0,1
1,2,2,5,40,7,9,0,0,0,0,0,1
2,2,2,5,40,7,9,0,0,0,0,0,1
3,2,2,5,40,7,9,0,0,0,0,0,1
4,2,2,5,40,7,9,0,0,0,0,0,1
1,2,2,6,0,7,9,0,0,0,0,0,1
2,2,2,6,0,7,9,0,0,0,0,0,1
3,2,2,6,0,7,9,0,0,0,0,0,1
4,2,2,6,0,7,9,0,0,0,0,0,1
1,2,2,6,20,7,9,0,0,0,0,0,1
2,2,2,6,20,7,9,0,0,0,0,0,1
3,2,2,6,20,7,9,0,0,0,0,0,1
4,2,2,6,20,7,9,0,0,0,0,0,1
1,2,2,6,40,7,9,0,0,0,0,0,1
2,2,2,6,40,7,9,0,0,0,0,0,1
3,2,2,6,40,7,9,0,0,0,0,0,1
4,2,2,6,40,7,9,0,0,0,0,0,1
1,2,2,7,0,7,9,0,1,0,0,0,1
2,2,2,7,0,7,9,0,1,0,0,0,1
3,2,2,7,0,7,9,0,1,0,0,0,1
4,2,2,7,0,7,9,0,1,0,0,0,1
1,2,2,7,20,7,9,0,1,0,0,0,1
2,2,2,7,20,7,9,0,1,0,0,0,1
3,2,2,7,20,7,9,0,1,0,0,0,1
4,2,2,7,20,7,9,0,1,0,0,0,1
1,2,2,7,40,7,9,0,1,0,0,0,1
2,2,2,7,40,7,9,0,1,0,0,0,1
3,2,2,7,40,7,9,0,1,0,0,0,1
4,2,2,7,40,7,9,0,1,0,0,0,1
1,2,2,8,0,7,9,0,1,0,0,0,1
2,2,2,8,0,7,9,0,1,0,0,0,1
3,2,2,8,0,7,9,0,1,0,0,0,1
4,2,2,8,0,7,9,0,1,0,0,0,1
1,2,2,8,20,7,9,0,1,0,0,0,1
2,2,2,8,20,7,9,0,1,0,0,0,1
3,2,2,8,20,7,9,0,1,0,0,0,0.657142857142857
4,2,2,8,20,7,9,0,1,0,0,0,1
1,2,2,8,40,7,9,0,1,0,0,0,1
2,2,2,8,40,7,9,0,1,0,0,0,1
3,2,2,8,40,7,9,0,1,0,0,0,1
4,2,2,8,40,7,9,0,1,0,0,0,1
1,2,2,9,0,7,9,0,2,0,0,0,1
2,2,2,9,0,7,9,0,2,0,0,0,0.705882352941177
3,2,2,9,0,7,9,0,2,0,0,0,1
4,2,2,9,0,7,9,0,2,0,0,0,1
1,2,2,9,20,7,9,0,2,0,0,0,1
2,2,2,9,20,7,9,0,2,0,0,0,0.777777777777778
3,2,2,9,20,7,9,0,2,0,0,0,1
4,2,2,9,20,7,9,0,2,0,0,0,1
1,2,2,9,40,7,9,0,2,0,0,0,1
2,2,2,9,40,7,9,0,2,0,0,0,1
3,2,2,9,40,7,9,0,2,0,0,0,1
4,2,2,9,40,7,9,0,2,0,0,0,1
1,2,2,10,0,7,9,0,2,0,0,0,1
2,2,2,10,0,7,9,0,2,0,0,0,0.777777777777778
3,2,2,10,0,7,9,0,2,0,0,0,1
4,2,2,10,0,7,9,0,2,0,0,0,1
1,2,2,10,20,7,9,0,2,0,0,0,1
2,2,2,10,20,7,9,0,2,0,0,0,0.764705882352941
3,2,2,10,20,7,9,0,2,0,0,0,0.735294117647059
4,2,2,10,20,7,9,0,2,0,0,0,0.5
1,2,2,10,40,7,9,0,2,0,0,0,1
2,2,2,10,40,7,9,0,2,0,3,0,0.764705882352941
3,2,2,10,40,7,9,0,2,0,0,0,0.764705882352941
4,2,2,10,40,7,9,0,2,0,0,0,0.782608695652174
1,2,2,11,0,7,9,0,2,0,0,0,1
2,2,2,11,0,7,9,0,2,0,3,0,0.666666666666667
3,2,2,11,0,7,9,0,2,0,0,0,1
4,2,2,11,0,7,9,0,2,0,0,0,1
1,2,2,11,20,7,9,0,2,0,0,0,1
2,2,2,11,20,7,9,0,2,0,3,0,0.421052631578947
3,2,2,11,20,7,9,0,2,0,0,0,0.764705882352941
4,2,2,11,20,7,9,0,2,0,0,0,1
1,2,2,11,40,7,9,0,2,0,0,0,1
2,2,2,11,40,7,9,0,2,0,3,0,0.588235294117647
3,2,2,11,40,7,9,0,2,0,0,0,0.470588235294118
4,2,2,11,40,7,9,0,2,0,0,0,0.760869565217391
1,2,2,12,0,7,9,0,2,0,0,0,1
2,2,2,12,0,7,9,0,2,0,3,0,0.647058823529412
3,2,2,12,0,7,9,0,2,0,0,0,1
4,2,2,12,0,7,9,0,2,0,0,0,0.782608695652174
1,2,2,12,20,7,9,0,2,0,0,0,1
2,2,2,12,20,7,9,0,2,0,3,0,0.666666666666667
3,2,2,12,20,7,9,0,2,0,0,0,0.764705882352941
4,2,2,12,20,7,9,0,2,0,0,0,0.695652173913043
1,2,2,12,40,7,9,0,2,0,0,0,1
2,2,2,12,40,7,9,0,2,0,0,0,0.555555555555556
3,2,2,12,40,7,9,0,2,0,0,0,1
4,2,2,12,40,7,9,0,2,0,0,0,0.543478260869565
1,2,2,13,0,7,9,0,2,0,0,0,1
2,2,2,13,0,7,9,0,2,0,0,0,0.777777777777778
3,2,2,13,0,7,9,0,2,0,0,0,0.771428571428571
4,2,2,13,0,7,9,0,2,0,0,0,1
1,2,2,13,20,7,9,0,2,0,0,0,1
2,2,2,13,20,7,9,0,2,0,0,0,0.722222222222222
3,2,2,13,20,7,9,0,2,0,0,0,1
4,2,2,13,20,7,9,0,2,0,0,0,1
1,2,2,13,40,7,9,0,2,0,0,0,1
2,2,2,13,40,7,9,0,2,0,0,0,0.777777777777778
3,2,2,13,40,7,9,0,2,0,0,0,1
4,2,2,13,40,7,9,0,2,0,0,0,1
1,2,2,14,0,7,9,0,2,0,0,0,1
2,2,2,14,0,7,9,0,2,0,0,0,0.611111111111111
3,2,2,14,0,7,9,0,2,0,0,0,1
4,2,2,14,0,7,9,0,2,0,0,0,1
1,2,2,14,20,7,9,0,2,0,0,0,1
2,2,2,14,20,7,9,0,2,0,0,0,1
3,2,2,14,20,7,9,0,2,0,0,0,1
4,2,2,14,20,7,9,0,2,0,0,0,1
1,2,2,14,40,7,9,0,2,0,0,0,1
2,2,2,14,40,7,9,0,2,0,0,0,1
3,2,2,14,40,7,9,0,2,0,0,0,1
4,2,2,14,40,7,9,0,2,0,0,0,0.804347826086957
1,2,2,15,0,7,9,0,2,0,0,0,1
2,2,2,15,0,7,9,0,2,0,0,0,0.5
3,2,2,15,0,7,9,0,2,0,0,0,1
4,2,2,15,0,7,9,0,2,0,0,0,0.782608695652174
1,2,2,15,20,7,9,0,2,0,0,0,1
2,2,2,15,20,7,9,0,2,0,0,0,0.705882352941177
3,2,2,15,20,7,9,0,2,0,0,0,0.794117647058823
4,2,2,15,20,7,9,0,2,0,0,0,1
1,2,2,15,40,7,9,0,2,0,0,0,1
2,2,2,15,40,7,9,0,2,0,0,0,0.722222222222222
3,2,2,15,40,7,9,0,2,0,0,0,1
4,2,2,15,40,7,9,0,2,0,0,0,1
1,2,2,16,0,7,9,0,1,0,0,0,1
2,2,2,16,0,7,9,0,1,0,0,0,0.611111111111111
3,2,2,16,0,7,9,0,1,0,0,0,1
4,2,2,16,0,7,9,0,1,0,0,0,0.711111111111111
1,2,2,16,20,7,9,0,1,0,0,0,1
2,2,2,16,20,7,9,0,1,0,0,0,0.705882352941177
3,2,2,16,20,7,9,0,1,0,0,0,1
4,2,2,16,20,7,9,0,1,0,0,0,0.673913043478261
1,2,2,16,40,7,9,0,1,0,0,0,1
2,2,2,16,40,7,9,0,1,0,0,0,0.764705882352941
3,2,2,16,40,7,9,0,1,0,0,0,1
4,2,2,16,40,7,9,0,1,0,0,0,0.695652173913043
1,2,2,17,0,7,9,0,1,0,0,0,1
2,2,2,17,0,7,9,0,1,0,0,0,0.777777777777778
3,2,2,17,0,7,9,0,1,0,0,0,1
4,2,2,17,0,7,9,0,1,0,0,0,1
1,2,2,17,20,7,9,0,1,0,0,0,1
